element	sp_num	obs_wl_air(nm)	unc_obs_wl	ritz_wl_air(nm)	unc_ritz_wl	intens	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	Type	tp_ref	line_ref	
Na	2	"266.3460"	"0.0003"	"266.346"	"0.004"	"200"	""		"41.121292"	"45.77492"	"2s2.2p5.(2P*<3/2>).3d"	"2[5/2]*"	"2"	"2s2.2p5.(2P*<3/2>).6f"	"2[7/2]"	"3,4"	5	16		""	"L914"	
Na	2	"266.4358"	"0.0003"	"266.4372"	"0.0010"	"80*"	""		"41.121292"	"45.773321"	"2s2.2p5.(2P*<3/2>).3d"	"2[5/2]*"	"2"	"2s2.2p5.(2P*<3/2>).6f"	"2[5/2]"	"2"	5	5		""	"L914"	
Na	2	"266.4358"	"0.0003"	"266.4388"	"0.0010"	"80*"	""		"41.121292"	"45.773292"	"2s2.2p5.(2P*<3/2>).3d"	"2[5/2]*"	"2"	"2s2.2p5.(2P*<3/2>).6f"	"2[5/2]"	"3"	5	7		""	"L914"	
Na	3	""	""	"266.5195"	"0.0020"	""	"3.11e+04"	D+	"46.454388"	"51.104980"	"2s2.2p4.(3P).3s"	"2P"	"1/2"	"2s2.2p4.(3P).3p"	"4D*"	"1/2"	2	2		"c51,T7317"	""	
Na	2	"266.6458"	"0.0003"	"266.646"	"0.004"	"350"	""		"41.126538"	"45.77492"	"2s2.2p5.(2P*<3/2>).3d"	"2[5/2]*"	"3"	"2s2.2p5.(2P*<3/2>).6f"	"2[7/2]"	"3,4"	7	16		""	"L914"	
Na	2	"266.7395"	"0.0003"	"266.7396"	"0.0010"	"90"	""		"41.126538"	"45.773292"	"2s2.2p5.(2P*<3/2>).3d"	"2[5/2]*"	"3"	"2s2.2p5.(2P*<3/2>).6f"	"2[5/2]"	"3"	7	7		""	"L914"	
Na	2	"266.9372"	"0.0003"	"266.9322"	"0.0010"	"60"	""		"41.126538"	"45.769940"	"2s2.2p5.(2P*<3/2>).3d"	"2[5/2]*"	"3"	"2s2.2p5.(2P*<3/2>).6f"	"2[3/2]"	"2"	7	5		""	"L914"	
Na	2	"267.0027"	"0.0003"	"267.0027"	"0.0010"	"100"	""		"41.131145"	"45.773321"	"2s2.2p5.(2P*<3/2>).3d"	"2[3/2]*"	"1"	"2s2.2p5.(2P*<3/2>).6f"	"2[5/2]"	"2"	3	5		""	"L914"	
Na	2	"267.0406"	"0.0003"	""	""	"130"	""		""	""	""	""	""	""	""	""				""	"L914"	
Na	2	"267.1826"	"0.0003"	"267.1829"	"0.0010"	"1000"	"2.64e+08"	B+	"36.354688"	"40.993732"	"2s2.2p5.3p"	"3S"	"1"	"2s2.2p5.(2P*<3/2>).3d"	"2[1/2]*"	"1"	3	3		"T6036"	"L914"	
Na	2	"267.2027"	"0.0003"	"267.2027"	"0.0010"	"60"	""		"41.131145"	"45.769847"	"2s2.2p5.(2P*<3/2>).3d"	"2[3/2]*"	"1"	"2s2.2p5.(2P*<3/2>).6f"	"2[3/2]"	"1"	3	3		""	"L914"	
Na	2	"267.4035"	"0.0003"	"267.4035"	"0.0010"	"200"	""		"41.306940"	"45.942159?"	"2s2.2p5.(2P*<1/2>).3d"	"2[3/2]*"	"1"	"2s2.2p5.(2P*<1/2>).6f"	"2[5/2]"	"2"	3	5		""	"L914"	
Na	2	"267.5266"	"0.0003"	""	""	"50"	""		""	""	""	""	""	""	""	""				""	"L914"	
Na	2	"267.5941"	"0.0003"	""	""	"60"	""		""	""	""	""	""	""	""	""				""	"L914"	
Na	2	"267.8085"	"0.0003"	"267.8085"	"0.0010"	"850"	"3.01e+08"	B	"36.354688"	"40.982896"	"2s2.2p5.3p"	"3S"	"1"	"2s2.2p5.(2P*<3/2>).3d"	"2[1/2]*"	"0"	3	1		"T6036"	"L914"	
Na	2	"267.9252"	"0.0003"	"267.9249"	"0.0010"	"150"	""		"41.147123"	"45.773321"	"2s2.2p5.(2P*<3/2>).4s"	"2[3/2]*"	"1"	"2s2.2p5.(2P*<3/2>).6f"	"2[5/2]"	"2"	3	5		""	"L914"	
Na	1	"268.0331"	"0.0004"	"268.03407"	"0.00014"	""	"1.84e+05"	B+	"0.000000000"	"4.6243143"	"2p6.3s"	"2S"	"1/2"	"2p6.6p"	"2P*"	"3/2"	2	4		"c30,T76n"	"L3319,L6096"	
Na	1	"268.0421"	"0.0004"	"268.04334"	"0.00014"	""	"1.81e+05"	B	"0.000000000"	"4.6241543"	"2p6.3s"	"2S"	"1/2"	"2p6.6p"	"2P*"	"1/2"	2	2		"c30,T76n"	"L3319,L6096"	
Na	3	""	""	"268.2192"	"0.0020"	""	"6.73e+05"	C+	"46.454388"	"51.075511"	"2s2.2p4.(3P).3s"	"2P"	"1/2"	"2s2.2p4.(3P).3p"	"4D*"	"3/2"	2	4		"c51,T7317"	""	
Na	2	"268.2194"	"0.0003"	""	""	"45"	""		""	""	""	""	""	""	""	""				""	"L914"	
Na	2	"268.3622"	"0.0003"	""	""	"25"	""		""	""	""	""	""	""	""	""				""	"L914"	
Na	2	"268.5083"	"0.0003"	""	""	"20"	""		""	""	""	""	""	""	""	""				""	"L914"	
Na	2	"269.3712"	"0.0003"	""	""	"15"	""		""	""	""	""	""	""	""	""				""	"L914"	
Na	2	"269.8048"	"0.0003"	""	""	"15"	""		""	""	""	""	""	""	""	""				""	"L914"	
Na	2	"271.008"	"0.010"	""	""	"25"	""		""	""	""	""	""	""	""	""				""	"L914"	
Na	2	"271.473"	"0.010"	""	""	"70"	""		""	""	""	""	""	""	""	""				""	"L914"	
Na	2	"272.050"	"0.010"	""	""	"25"	""		""	""	""	""	""	""	""	""				""	"L914"	
Na	2	"272.393"	"0.010"	""	""	"45"	""		""	""	""	""	""	""	""	""				""	"L914"	
Na	2	"273.182"	"0.010"	""	""	"25"	""		""	""	""	""	""	""	""	""				""	"L914"	
Na	2	"273.874"	"0.010"	""	""	"15"	""		""	""	""	""	""	""	""	""				""	"L914"	
Na	3	""	""	"274.03"	"0.05"	""	"1.28e+07"	D	"59.374058"	"63.8971"	"2s2.2p4.(1S).3p"	"2P*"	"3/2"	"2s2.2p4.(3P).4d"	"2D"	"5/2"	4	6		"c56,LS"	""	
Na	2	"274.127"	"0.010"	""	""	"25"	""		""	""	""	""	""	""	""	""				""	"L914"	
Na	2	"274.677"	"0.010"	""	""	"130"	""		""	""	""	""	""	""	""	""				""	"L914"	
Na	2	"274.898"	"0.010"	""	""	"25"	""		""	""	""	""	""	""	""	""				""	"L914"	
Na	2	"274.9649"	"0.0003"	"274.964"	"0.004"	"130bl*"	""		"41.267140"	"45.77492"	"2s2.2p5.(2P*<1/2>).3d"	"2[5/2]*"	"3"	"2s2.2p5.(2P*<3/2>).6f"	"2[7/2]"	"3,4"	7	16		""	"L914"	
Na	2	"274.9649"	"0.0003"	"274.9670"	"0.0011"	"130bl*"	""		"41.262215"	"45.769940"	"2s2.2p5.(2P*<1/2>).3d"	"2[5/2]*"	"2"	"2s2.2p5.(2P*<3/2>).6f"	"2[3/2]"	"2"	5	5		""	"L914"	
Na	2	"275.051"	"0.010"	""	""	"60"	""		""	""	""	""	""	""	""	""				""	"L914"	
Na	2	"275.9797"	"0.0003"	"275.9791"	"0.0011"	"35"	""		"41.282097"	"45.773292"	"2s2.2p5.(2P*<1/2>).3d"	"2[3/2]*"	"2"	"2s2.2p5.(2P*<3/2>).6f"	"2[5/2]"	"3"	5	7		""	"L914"	
Na	2	"276.1861"	"0.0003"	"276.1852"	"0.0011"	"25"	""		"41.282097"	"45.769940"	"2s2.2p5.(2P*<1/2>).3d"	"2[3/2]*"	"2"	"2s2.2p5.(2P*<3/2>).6f"	"2[3/2]"	"2"	5	5		""	"L914"	
Na	2	"276.278"	"0.010"	""	""	"25"	""		""	""	""	""	""	""	""	""				""	"L914"	
Na	3	""	""	"276.36"	"0.05"	""	"1.04e+07"	E	"59.368964"	"63.8540"	"2s2.2p4.(1S).3p"	"2P*"	"1/2"	"2s2.2p4.(3P).4d"	"2D"	"3/2"	2	4		"c56,LS"	""	
Na	3	""	""	"276.67"	"0.05"	""	"2.07e+06"	E	"59.374058"	"63.8540"	"2s2.2p4.(1S).3p"	"2P*"	"3/2"	"2s2.2p4.(3P).4d"	"2D"	"3/2"	4	4		"c56,LS"	""	
Na	2	"276.761"	"0.010"	""	""	"35"	""		""	""	""	""	""	""	""	""				""	"L914"	
Na	2	"277.5113"	"0.0003"	"277.5124"	"0.0011"	"20"	""		"41.306940"	"45.773321"	"2s2.2p5.(2P*<1/2>).3d"	"2[3/2]*"	"1"	"2s2.2p5.(2P*<3/2>).6f"	"2[5/2]"	"2"	3	5		""	"L914"	
Na	2	"278.170"	"0.010"	""	""	"15"	""		""	""	""	""	""	""	""	""				""	"L914"	
Na	2	"278.578"	"0.010"	""	""	"15"	""		""	""	""	""	""	""	""	""				""	"L914"	
Na	2	"278.611"	"0.010"	""	""	"15"	""		""	""	""	""	""	""	""	""				""	"L914"	
Na	2	"278.849"	"0.010"	""	""	"70"	""		""	""	""	""	""	""	""	""				""	"L914"	
Na	3	""	""	"278.9310"	"0.0022"	""	"2.12e+07"	E	"55.488875"	"59.932542"	"2s2.2p4.(1D).3p"	"2P*"	"3/2"	"2s2.2p4.(3P).4s"	"2P"	"1/2"	4	2		"c56,LS"	""	
Na	2	"278.935"	"0.010"	""	""	"20"	""		""	""	""	""	""	""	""	""				""	"L914"	
Na	2	"279.286"	"0.010"	""	""	"15"	""		""	""	""	""	""	""	""	""				""	"L914"	
Na	2	"279.9211"	"0.0003"	"279.9217"	"0.0011"	"80"	"2.64e+06"	D+	"36.854157"	"41.282097"	"2s2.2p5.3p"	"3D"	"3"	"2s2.2p5.(2P*<1/2>).3d"	"2[3/2]*"	"2"	7	5		"T6036"	"L914"	
Na	2	"280.694"	"0.010"	""	""	"60"	""		""	""	""	""	""	""	""	""				""	"L914"	
Na	2	"280.775"	"0.010"	""	""	"90"	""		""	""	""	""	""	""	""	""				""	"L914"	
Na	2	"280.8706"	"0.0003"	"280.8705"	"0.0011"	"650"	"1.5e+07"	E	"36.854157"	"41.267140"	"2s2.2p5.3p"	"3D"	"3"	"2s2.2p5.(2P*<1/2>).3d"	"2[5/2]*"	"3"	7	7		"T7663c79"	"L914"	
Na	2	"280.9520"	"0.0003"	"280.9520"	"0.0011"	"850"	"5.95e+07"	A	"32.846429"	"37.258133"	"2s2.2p5.3s"	"3P*"	"2"	"2s2.2p5.3p"	"3P"	"1"	5	3		"T7663"	"L914"	
Na	2	"281.064"	"0.010"	""	""	"130"	""		""	""	""	""	""	""	""	""				""	"L914"	
Na	2	"281.143"	"0.010"	""	""	"80"	""		""	""	""	""	""	""	""	""				""	"L914"	
Na	2	"281.1840"	"0.0003"	"281.1843"	"0.0011"	"160"	"1.01e+06"	D+	"36.854157"	"41.262215"	"2s2.2p5.3p"	"3D"	"3"	"2s2.2p5.(2P*<1/2>).3d"	"2[5/2]*"	"2"	7	5		"T7663"	"L914"	
Na	2	"281.3900"	"0.0003"	"281.3906"	"0.0011"	"250"	"6.9e+06"	E	"36.902113"	"41.306940"	"2s2.2p5.3p"	"3D"	"2"	"2s2.2p5.(2P*<1/2>).3d"	"2[3/2]*"	"1"	5	3		"T7663c80"	"L914"	
Na	2	"281.721"	"0.010"	""	""	"50"	""		""	""	""	""	""	""	""	""				""	"L914"	
Na	2	"281.8288"	"0.0003"	"281.8285"	"0.0011"	"350"	"1.2e+07"	E	"36.902113"	"41.300096"	"2s2.2p5.3p"	"3D"	"2"	"2s2.2p5.(2P*<1/2>).4s"	"2[1/2]*"	"1"	5	3		"T7663c80"	"L914"	
Na	2	"282.071"	"0.010"	""	""	"25"	""		""	""	""	""	""	""	""	""				""	"L914"	
Na	2	"282.149"	"0.010"	""	""	"25"	""		""	""	""	""	""	""	""	""				""	"L914"	
Na	2	"282.441"	"0.010"	""	""	"25"	""		""	""	""	""	""	""	""	""				""	"L914"	
Na	2	"282.835"	"0.010"	""	""	"35"	""		""	""	""	""	""	""	""	""				""	"L914"	
Na	2	"282.9868"	"0.0003"	"282.9867"	"0.0011"	"600"	"3.36e+07"	B	"36.902113"	"41.282097"	"2s2.2p5.3p"	"3D"	"2"	"2s2.2p5.(2P*<1/2>).3d"	"2[3/2]*"	"2"	5	5		"T6036"	"L914"	
Na	2	"283.192"	"0.010"	""	""	"35"	""		""	""	""	""	""	""	""	""				""	"L914"	
Na	2	"283.226"	"0.010"	""	""	"35"	""		""	""	""	""	""	""	""	""				""	"L914"	
Na	3	""	""	"283.3534"	"0.0023"	""	"4.05e+07"	D	"55.558226"	"59.932542"	"2s2.2p4.(1D).3p"	"2P*"	"1/2"	"2s2.2p4.(3P).4s"	"2P"	"1/2"	2	2		"c56,LS"	""	
Na	2	"283.361"	"0.010"	""	""	"45"	""		""	""	""	""	""	""	""	""				""	"L914"	
Na	2	"283.607"	"0.010"	""	""	"80"	""		""	""	""	""	""	""	""	""				""	"L914"	
Na	2	"283.9564"	"0.0003"	"283.9564"	"0.0011"	"800"	"5.1e+07"	E	"36.902113"	"41.267140"	"2s2.2p5.3p"	"3D"	"2"	"2s2.2p5.(2P*<1/2>).3d"	"2[5/2]*"	"3"	5	7		"T7663c79"	"L914"	
Na	2	"284.1724"	"0.0003"	"284.1721"	"0.0011"	"1000"	"8.92e+07"	A	"32.846429"	"37.208144"	"2s2.2p5.3s"	"3P*"	"2"	"2s2.2p5.3p"	"3P"	"2"	5	5		"T7663"	"L914"	
Na	2	"284.2762"	"0.0003"	"284.2772"	"0.0011"	"30"	"5.23e+05"	D	"36.902113"	"41.262215"	"2s2.2p5.3p"	"3D"	"2"	"2s2.2p5.(2P*<1/2>).3d"	"2[5/2]*"	"2"	5	5		"T7663"	"L914"	
Na	2	"284.863"	"0.010"	""	""	"60"	""		""	""	""	""	""	""	""	""				""	"L914"	
Na	2	"284.911"	"0.010"	""	""	"40"	""		""	""	""	""	""	""	""	""				""	"L914"	
Na	2	"285.002"	"0.010"	""	""	"35"	""		""	""	""	""	""	""	""	""				""	"L914"	
Na	2	"285.072"	"0.010"	""	""	"35"	""		""	""	""	""	""	""	""	""				""	"L914"	
Na	2	"285.116"	"0.010"	""	""	"40"	""		""	""	""	""	""	""	""	""				""	"L914"	
Na	1	"285.2811"	"0.0004"	"285.28110"	"0.00016"	"16"	"5.38e+05"	B+	"0.000000000"	"4.3447597"	"2p6.3s"	"2S"	"1/2"	"2p6.5p"	"2P*"	"3/2"	2	4		"c30,T76n"	"L6096"	
Na	1	"285.3013"	"0.0004"	"285.30121"	"0.00016"	"15"	"5.31e+05"	B+	"0.000000000"	"4.3444534"	"2p6.3s"	"2S"	"1/2"	"2p6.5p"	"2P*"	"1/2"	2	2		"c30,T76n"	"L6096"	
Na	2	"285.6508"	"0.0003"	"285.6508"	"0.0012"	"650"	"6.2e+07"	E	"36.967803"	"41.306940"	"2s2.2p5.3p"	"3D"	"1"	"2s2.2p5.(2P*<1/2>).3d"	"2[3/2]*"	"1"	3	3		"T7663c80"	"L914"	
Na	2	"285.9488"	"0.0003"	"285.9486"	"0.0012"	"800"	"2.19e+07"	B	"32.846429"	"37.181047"	"2s2.2p5.3s"	"3P*"	"2"	"2s2.2p5.3p"	"1P"	"1"	5	3		"T7663"	"L914"	
Na	2	"286.1019"	"0.0003"	"286.1021"	"0.0012"	"350"	"8.0e+06"	E	"36.967803"	"41.300096"	"2s2.2p5.3p"	"3D"	"1"	"2s2.2p5.(2P*<1/2>).4s"	"2[1/2]*"	"1"	3	3		"T7663c80"	"L914"	
Na	2	"286.296"	"0.010"	""	""	"40"	""		""	""	""	""	""	""	""	""				""	"L914"	
Na	2	"286.366"	"0.010"	""	""	"60"	""		""	""	""	""	""	""	""	""				""	"L914"	
Na	2	"286.796"	"0.010"	""	""	"50"	""		""	""	""	""	""	""	""	""				""	"L914"	
Na	3	""	""	"286.8249"	"0.0023"	""	"4.88e+07"	D+	"55.488875"	"59.810250"	"2s2.2p4.(1D).3p"	"2P*"	"3/2"	"2s2.2p4.(3P).4s"	"2P"	"3/2"	4	4		"c56,LS"	""	
Na	2	"286.831"	"0.010"	""	""	"60"	""		""	""	""	""	""	""	""	""				""	"L914"	
Na	2	"286.930"	"0.010"	""	""	"50"	""		""	""	""	""	""	""	""	""				""	"L914"	
Na	2	"287.1275"	"0.0003"	"287.1277"	"0.0012"	"750"	"2.75e+07"	B+	"32.941315"	"37.258133"	"2s2.2p5.3s"	"3P*"	"1"	"2s2.2p5.3p"	"3P"	"1"	3	3		"T7663"	"L914"	
Na	2	"287.2954"	"0.0003"	"287.2957"	"0.0012"	"650"	"2.63e+07"	C+	"36.967803"	"41.282097"	"2s2.2p5.3p"	"3D"	"1"	"2s2.2p5.(2P*<1/2>).3d"	"2[3/2]*"	"2"	3	5		"T6036"	"L914"	
Na	2	"287.573"	"0.010"	""	""	"50"	""		""	""	""	""	""	""	""	""				""	"L914"	
Na	2	"287.738"	"0.010"	""	""	"70"	""		""	""	""	""	""	""	""	""				""	"L914"	
Na	2	"287.9041"	"0.0003"	""	""	"130"	""		""	""	""	""	""	""	""	""				""	"L914"	
Na	2	"288.1146"	"0.0003"	"288.1149"	"0.0012"	"900"	"2.50e+08"	A	"32.941315"	"37.243343"	"2s2.2p5.3s"	"3P*"	"1"	"2s2.2p5.3p"	"3P"	"0"	3	1		"T7663"	"L914"	
Na	2	"288.4249"	"0.0003"	""	""	"90"	""		""	""	""	""	""	""	""	""				""	"L914"	
Na	2	"288.6257"	"0.0003"	"288.6259"	"0.0012"	"850"	"1.07e+08"	B+	"36.967803"	"41.262215"	"2s2.2p5.3p"	"3D"	"1"	"2s2.2p5.(2P*<1/2>).3d"	"2[5/2]*"	"2"	3	5		"T7663"	"L914"	
Na	2	"288.795"	"0.010"	""	""	"100"	""		""	""	""	""	""	""	""	""				""	"L914"	
Na	2	"288.895"	"0.010"	""	""	"80"	""		""	""	""	""	""	""	""	""				""	"L914"	
Na	2	"288.961"	"0.010"	""	""	"70"	""		""	""	""	""	""	""	""	""				""	"L914"	
Na	2	"289.051"	"0.010"	""	""	"50"	""		""	""	""	""	""	""	""	""				""	"L914"	
Na	2	"289.121"	"0.010"	""	""	"70"	""		""	""	""	""	""	""	""	""				""	"L914"	
Na	1	"289.3618"	"0.0004"	"289.361130"	"0.000017"	"1"	""		"0.000000000"	"4.28350081"	"2p6.3s"	"2S"	"1/2"	"2p6.4d"	"2D"	"3/2"	2	4	E2	""	"L6096"	
Na	2	"289.3949"	"0.0003"	"289.3954"	"0.0012"	"700"	"1.48e+08"	B	"36.967803"	"41.250796"	"2s2.2p5.3p"	"3D"	"1"	"2s2.2p5.(2P*<1/2>).4s"	"2[1/2]*"	"0"	3	1		"T7663"	"L914"	
Na	2	"289.661"	"0.010"	""	""	"60"	""		""	""	""	""	""	""	""	""				""	"L914"	
Na	2	"289.740"	"0.010"	""	""	"70"	""		""	""	""	""	""	""	""	""				""	"L914"	
Na	2	"290.1139"	"0.0003"	"290.1143"	"0.0012"	"900"	"1.1e+08"	E	"36.854157"	"41.126538"	"2s2.2p5.3p"	"3D"	"3"	"2s2.2p5.(2P*<3/2>).3d"	"2[5/2]*"	"3"	7	7		"T7663c81"	"L914"	
Na	2	"290.4716"	"0.0003"	"290.4709"	"0.0012"	"800"	"1.0e+07"	E	"36.854157"	"41.121292"	"2s2.2p5.3p"	"3D"	"3"	"2s2.2p5.(2P*<3/2>).3d"	"2[5/2]*"	"2"	7	5		"T6036c79"	"L914"	
Na	2	"290.4915"	"0.0003"	"290.4918"	"0.0012"	"1100"	"7.30e+07"	A	"32.941315"	"37.208144"	"2s2.2p5.3s"	"3P*"	"1"	"2s2.2p5.3p"	"3P"	"2"	3	5		"T7663"	"L914"	
Na	2	"290.740"	"0.010"	"290.7389"	"0.0012"	"250"	""		"41.012615"	"45.275818"	"2s2.2p5.(2P*<3/2>).3d"	"2[3/2]*"	"2"	"2s2.2p5.(2P*<1/2>).5f"	"2[5/2]"	"3"	5	7		""	"L914"	
Na	2	"290.752"	"0.010"	"290.7446"	"0.0012"	"250"	""		"41.012615"	"45.275734"	"2s2.2p5.(2P*<3/2>).3d"	"2[3/2]*"	"2"	"2s2.2p5.(2P*<1/2>).5f"	"2[7/2]"	"3"	5	7		""	"L914"	
Na	2	"290.856"	"0.010"	""	""	"160"	""		""	""	""	""	""	""	""	""				""	"L914"	
Na	3	""	""	"291.5033"	"0.0024"	""	"9.30e+06"	E	"55.558226"	"59.810250"	"2s2.2p4.(1D).3p"	"2P*"	"1/2"	"2s2.2p4.(3P).4s"	"2P"	"3/2"	2	4		"c56,LS"	""	
Na	2	"291.752"	"0.010"	"291.7521"	"0.0012"	"1100"	"7.92e+07"	B+	"32.846429"	"37.094827"	"2s2.2p5.3s"	"3P*"	"2"	"2s2.2p5.3p"	"1D"	"2"	5	5		"T7663"	"L914"	
Na	2	"291.9049"	"0.0003"	"291.9050"	"0.0012"	"1100"	"1.6e+08"	E	"36.854157"	"41.100329"	"2s2.2p5.3p"	"3D"	"3"	"2s2.2p5.(2P*<3/2>).4s"	"2[3/2]*"	"2"	7	5		"T7663c78"	"L914"	
Na	2	"291.9850"	"0.0003"	"291.9849"	"0.0012"	"1200"	"1.33e+08"	C	"36.902113"	"41.147123"	"2s2.2p5.3p"	"3D"	"2"	"2s2.2p5.(2P*<3/2>).4s"	"2[3/2]*"	"1"	5	3		"T7663c79"	"L914"	
Na	2	"292.0945"	"0.0003"	"292.0944"	"0.0012"	"1300"	"6.66e+07"	A	"33.014713"	"37.258133"	"2s2.2p5.3s"	"3P*"	"0"	"2s2.2p5.3p"	"3P"	"1"	1	3		"T7663"	"L914"	
Na	2	"292.3485"	"0.0003"	"292.3484"	"0.0012"	"1000"	"1.41e+07"	B	"32.941315"	"37.181047"	"2s2.2p5.3s"	"3P*"	"1"	"2s2.2p5.3p"	"1P"	"1"	3	3		"T7663"	"L914"	
Na	2	"293.0882"	"0.0003"	"293.0881"	"0.0012"	"750"	"9.83e+07"	B+	"36.902113"	"41.131145"	"2s2.2p5.3p"	"3D"	"2"	"2s2.2p5.(2P*<3/2>).3d"	"2[3/2]*"	"1"	5	3		"T7663"	"L914"	
Na	2	"293.4079"	"0.0003"	"293.4078"	"0.0012"	"850"	"2.8e+07"	E	"36.902113"	"41.126538"	"2s2.2p5.3p"	"3D"	"2"	"2s2.2p5.(2P*<3/2>).3d"	"2[5/2]*"	"3"	5	7		"T7663c77"	"L914"	
Na	2	"293.555"	"0.010"	""	""	"130"	""		""	""	""	""	""	""	""	""				""	"L914"	
Na	2	"293.7735"	"0.0003"	"293.7726"	"0.0012"	"950"	"1.3e+08"	E	"36.902113"	"41.121292"	"2s2.2p5.3p"	"3D"	"2"	"2s2.2p5.(2P*<3/2>).3d"	"2[5/2]*"	"2"	5	5		"T6036c79"	"L914"	
Na	2	"294.2657"	"0.0003"	"294.2655"	"0.0012"	"450"	"1.0e+07"	E	"37.094827"	"41.306940"	"2s2.2p5.3p"	"1D"	"2"	"2s2.2p5.(2P*<1/2>).3d"	"2[3/2]*"	"1"	5	3		"T7663c80"	"L914"	
Na	2	"294.5702"	"0.0003"	"294.5699"	"0.0012"	"800"	"2.8e+07"	E	"36.854157"	"41.061918"	"2s2.2p5.3p"	"3D"	"3"	"2s2.2p5.(2P*<3/2>).3d"	"2[7/2]*"	"3"	7	7		"T7663c78"	"L914"	
Na	2	"294.7449"	"0.0003"	"294.7445"	"0.0012"	"950"	"7.1e+07"	C	"37.094827"	"41.300096"	"2s2.2p5.3p"	"1D"	"2"	"2s2.2p5.(2P*<1/2>).4s"	"2[1/2]*"	"1"	5	3		"T7663c80"	"L914"	
Na	2	"295.1235"	"0.0003"	"295.1235"	"0.0012"	"1200"	"4.33e+08"	A	"36.854157"	"41.054025"	"2s2.2p5.3p"	"3D"	"3"	"2s2.2p5.(2P*<3/2>).3d"	"2[7/2]*"	"4"	7	9		"T7663"	"L914"	
Na	2	"295.2396"	"0.0003"	"295.2396"	"0.0012"	"1100"	"1.8e+07"	E	"36.902113"	"41.100329"	"2s2.2p5.3p"	"3D"	"2"	"2s2.2p5.(2P*<3/2>).4s"	"2[3/2]*"	"2"	5	5		"T7663c78"	"L914"	
Na	2	"296.0116"	"0.0003"	"296.0115"	"0.0012"	"850"	"5.60e+07"	B+	"37.094827"	"41.282097"	"2s2.2p5.3p"	"1D"	"2"	"2s2.2p5.(2P*<1/2>).3d"	"2[3/2]*"	"2"	5	5		"T7663"	"L914"	
Na	2	"296.167"	"0.010"	""	""	"80"	""		""	""	""	""	""	""	""	""				""	"L914"	
Na	2	"296.5742"	"0.0003"	"296.5746"	"0.0012"	"450"	"4.6e+05"	E	"36.967803"	"41.147123"	"2s2.2p5.3p"	"3D"	"1"	"2s2.2p5.(2P*<3/2>).4s"	"2[3/2]*"	"1"	3	3		"T7663c79"	"L914"	
Na	2	"296.848"	"0.010"	"296.8467"	"0.0012"	"80"	""		"41.100329"	"45.275818"	"2s2.2p5.(2P*<3/2>).4s"	"2[3/2]*"	"2"	"2s2.2p5.(2P*<1/2>).5f"	"2[5/2]"	"3"	5	7		""	"L914"	
Na	2	"296.897"	"0.010"	""	""	"90"	""		""	""	""	""	""	""	""	""				""	"L914"	
Na	2	"297.0727"	"0.0003"	"297.0727"	"0.0012"	"500"	"1.03e+07"	B	"37.094827"	"41.267140"	"2s2.2p5.3p"	"1D"	"2"	"2s2.2p5.(2P*<1/2>).3d"	"2[5/2]*"	"3"	5	7		"T7663"	"L914"	
Na	2	"297.272"	"0.010"	""	""	"160"	""		""	""	""	""	""	""	""	""				""	"L914"	
Na	2	"297.4235"	"0.0003"	"297.4238"	"0.0013"	"600"	"2.02e+07"	C+	"37.094827"	"41.262215"	"2s2.2p5.3p"	"1D"	"2"	"2s2.2p5.(2P*<1/2>).3d"	"2[5/2]*"	"2"	5	5		"T6036"	"L914"	
Na	2	"297.4988"	"0.0003"	"297.4990"	"0.0013"	"750"	"6.47e+07"	B+	"33.014713"	"37.181047"	"2s2.2p5.3s"	"3P*"	"0"	"2s2.2p5.3p"	"1P"	"1"	1	3		"T7663"	"L914"	
Na	2	"297.6686"	"0.0003"	""	""	"400"	""		""	""	""	""	""	""	""	""				""	"L914"	
Na	2	"297.7125"	"0.0003"	"297.7128"	"0.0013"	"1000"	"1.2e+08"	E	"36.967803"	"41.131145"	"2s2.2p5.3p"	"3D"	"1"	"2s2.2p5.(2P*<3/2>).3d"	"2[3/2]*"	"1"	3	3		"T6036c79"	"L914"	
Na	2	"297.9657"	"0.0003"	"297.9660"	"0.0013"	"1100"	"2.0e+08"	E	"36.902113"	"41.061918"	"2s2.2p5.3p"	"3D"	"2"	"2s2.2p5.(2P*<3/2>).3d"	"2[7/2]*"	"3"	5	7		"T6036c79"	"L914"	
Na	2	"298.0627"	"0.0003"	"298.0624"	"0.0013"	"1100"	"3.30e+05"	D	"36.854157"	"41.012615"	"2s2.2p5.3p"	"3D"	"3"	"2s2.2p5.(2P*<3/2>).3d"	"2[3/2]*"	"2"	7	5		"T6036"	"L914"	
Na	2	"298.4186"	"0.0003"	"298.4174"	"0.0013"	"1300bl*"	"1.74e+07"	B	"32.941315"	"37.094827"	"2s2.2p5.3s"	"3P*"	"1"	"2s2.2p5.3p"	"1D"	"2"	3	5		"T7663"	"L914"	
Na	2	"298.4186"	"0.0003"	"298.4191"	"0.0013"	"1300bl*"	"2.4e+08"	E	"36.967803"	"41.121292"	"2s2.2p5.3p"	"3D"	"1"	"2s2.2p5.(2P*<3/2>).3d"	"2[5/2]*"	"2"	3	5		"T6036c79"	"L914"	
Na	2	"298.6451"	"0.0003"	""	""	"300"	""		""	""	""	""	""	""	""	""				""	"L914"	
